MGI_ID	strainName	strainType
MGI:5556580	B6NTac;B6N-A<tm1Brd> Pik3cg<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5556732	B6NTac;B6N-A<tm1Brd> Pitpnm1<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557192	B6NTac;B6N-A<tm1Brd> Pitrm1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:6122981	B6NTac;B6N-A<tm1Brd> Pitx2<tm1a(EUCOMM)Wtsi>/H	Not Specified
MGI:5556839	B6NTac;B6N-A<tm1Brd> Pld3<tm1e(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557403	B6NTac;B6N-A<tm1Brd> Pls3<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557049	B6NTac;B6N-A<tm1Brd> Plxna2<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557435	B6NTac;B6N-A<tm1Brd> Plxnb3<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557832	B6NTac;B6N-A<tm1Brd> Pnpla1<tm1a(KOMP)Wtsi>/Ics	Not Applicable
MGI:5557925	B6NTac;B6N-A<tm1Brd> Polb<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557658	B6NTac;B6N-A<tm1Brd> Pold3<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556992	B6NTac;B6N-A<tm1Brd> Polr2d<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557160	B6NTac;B6N-A<tm1Brd> Polr3f<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557951	B6NTac;B6N-A<tm1Brd> Polr3f<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557640	B6NTac;B6N-A<tm1Brd> Polr3g<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557180	B6NTac;B6N-A<tm1Brd> Pop4<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557787	B6NTac;B6N-A<tm1Brd> Ppil3<tm1a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5557266	B6NTac;B6N-A<tm1Brd> Praf2<tm1e(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557069	B6NTac;B6N-A<tm1Brd> Pramef20<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557785	B6NTac;B6N-A<tm1Brd> Prame<tm1a(KOMP)Wtsi>/WtsiH	Not Applicable
MGI:5556780	B6NTac;B6N-A<tm1Brd> Prrc2b<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557335	B6NTac;B6N-A<tm1Brd> Prrg2<tm1a(EUCOMM)Wtsi>/WtsiH	coisogenic
MGI:5557814	B6NTac;B6N-A<tm1Brd> Prrt2<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556982	B6NTac;B6N-A<tm1Brd> Prss38<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557386	B6NTac;B6N-A<tm1Brd> Prune2<tm1e(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557902	B6NTac;B6N-A<tm1Brd> Psph<tm1a(EUCOMM)Hmgu>/Wtsi	Not Applicable
MGI:5556613	B6NTac;B6N-A<tm1Brd> Ptges2<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557246	B6NTac;B6N-A<tm1Brd> Pth1r<tm1a(EUCOMM)Hmgu>/Wtsi	Not Applicable
MGI:5556885	B6NTac;B6N-A<tm1Brd> Pth<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556669	B6NTac;B6N-A<tm1Brd> Ptpn2<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5556935	B6NTac;B6N-A<tm1Brd> Ptprd<tm2a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556603	B6NTac;B6N-A<tm1Brd> Rab29<tm1a(EUCOMM)Wtsi>/WtsiOulu	coisogenic
MGI:5557930	B6NTac;B6N-A<tm1Brd> Rala<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557371	B6NTac;B6N-A<tm1Brd> Ralgps2<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557372	B6NTac;B6N-A<tm1Brd> Raph1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556675	B6NTac;B6N-A<tm1Brd> Rasal2<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557325	B6NTac;B6N-A<tm1Brd> Rbm14<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557401	B6NTac;B6N-A<tm1Brd> Rbm33<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557846	B6NTac;B6N-A<tm1Brd> Rbm47<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557693	B6NTac;B6N-A<tm1Brd> Rcan1<tm1a(KOMP)Wtsi>/Ics	Not Applicable
MGI:5557805	B6NTac;B6N-A<tm1Brd> Reg3d<tm1a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5557169	B6NTac;B6N-A<tm1Brd> Rem1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557242	B6NTac;B6N-A<tm1Brd> Repin1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556687	B6NTac;B6N-A<tm1Brd> Ripk4<tm1a(EUCOMM)Wtsi>/WtsiOrl	Not Applicable
MGI:5556692	B6NTac;B6N-A<tm1Brd> Ripply3<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5557490	B6NTac;B6N-A<tm1Brd> Rnasek<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556767	B6NTac;B6N-A<tm1Brd> Rpgrip1l<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5556898	B6NTac;B6N-A<tm1Brd> Rwdd3<tm1a(KOMP)Wtsi>/Ics	Not Applicable
MGI:5557318	B6NTac;B6N-A<tm1Brd> Sap130<tm1a(KOMP)Mbp>/Wtsi	Not Applicable
MGI:5556950	B6NTac;B6N-A<tm1Brd> Satb1<tm1a(EUCOMM)Hmgu>/Ics	Not Applicable
MGI:5557541	B6NTac;B6N-A<tm1Brd> Sdsl<tm1a(EUCOMM)Hmgu>/IcsOrl	Not Applicable
MGI:5557112	B6NTac;B6N-A<tm1Brd> Sec1<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557111	B6NTac;B6N-A<tm1Brd> Sec22b<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557737	B6NTac;B6N-A<tm1Brd> Selenow<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557321	B6NTac;B6N-A<tm1Brd> Sept10<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556696	B6NTac;B6N-A<tm1Brd> Sgms1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557673	B6NTac;B6N-A<tm1Brd> Sgsm1<tm1a(EUCOMM)Wtsi>/WtsiOrl	Not Applicable
MGI:5557277	B6NTac;B6N-A<tm1Brd> Sh2d5<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557226	B6NTac;B6N-A<tm1Brd> Sh3bgrl3<tm2a(EUCOMM)Wtsi>/WtsiH	coisogenic
MGI:5557166	B6NTac;B6N-A<tm1Brd> Sh3pxd2a<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557237	B6NTac;B6N-A<tm1Brd> Slc16a4<tm2e(EUCOMM)Wtsi>/WtsiH	coisogenic
MGI:5557117	B6NTac;B6N-A<tm1Brd> Slc25a20<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557025	B6NTac;B6N-A<tm1Brd> Slc25a28<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557269	B6NTac;B6N-A<tm1Brd> Slc25a30<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557239	B6NTac;B6N-A<tm1Brd> Slc31a2<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557641	B6NTac;B6N-A<tm1Brd> Slc38a2<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556968	B6NTac;B6N-A<tm1Brd> Slc38a4<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556929	B6NTac;B6N-A<tm1Brd> Slc5a7<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557924	B6NTac;B6N-A<tm1Brd> Slc9a3r2<tm2a(EUCOMM)Hmgu>/Wtsi	Not Applicable
MGI:5557822	B6NTac;B6N-A<tm1Brd> Smc5<tm1a(KOMP)Wtsi>/Ics	Not Applicable
MGI:5556958	B6NTac;B6N-A<tm1Brd> Snrnp27<tm1a(EUCOMM)Wtsi>/WtsiH	coisogenic
MGI:5557355	B6NTac;B6N-A<tm1Brd> Spink10<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557323	B6NTac;B6N-A<tm1Brd> Sqle<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557178	B6NTac;B6N-A<tm1Brd> Srrm4<tm1e(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557140	B6NTac;B6N-A<tm1Brd> Srsf7<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557675	B6NTac;B6N-A<tm1Brd> Ssr2<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556781	B6NTac;B6N-A<tm1Brd> Stk32a<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557196	B6NTac;B6N-A<tm1Brd> Sult1c1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556944	B6NTac;B6N-A<tm1Brd> Supt5<tm2a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556607	B6NTac;B6N-A<tm1Brd> Synj2<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557268	B6NTac;B6N-A<tm1Brd> Syt16<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5556808	B6NTac;B6N-A<tm1Brd> Tatdn3<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5557243	B6NTac;B6N-A<tm1Brd> Tbc1d22a<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557414	B6NTac;B6N-A<tm1Brd> Tceal5<tm1a(KOMP)Wtsi>/WtsiOulu	Not Applicable
MGI:5557450	B6NTac;B6N-A<tm1Brd> Tchp<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557026	B6NTac;B6N-A<tm1Brd> Tcp11<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557283	B6NTac;B6N-A<tm1Brd> Tctex1d2<tm1e(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557096	B6NTac;B6N-A<tm1Brd> Tctex1d4<tm1e(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557161	B6NTac;B6N-A<tm1Brd> Tdrkh<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557030	B6NTac;B6N-A<tm1Brd> Tead3<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557256	B6NTac;B6N-A<tm1Brd> Tent5c<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557379	B6NTac;B6N-A<tm1Brd> Tepsin<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557807	B6NTac;B6N-A<tm1Brd> Tet1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557148	B6NTac;B6N-A<tm1Brd> Tex261<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557223	B6NTac;B6N-A<tm1Brd> Tfdp2<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5556778	B6NTac;B6N-A<tm1Brd> Tff1<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557448	B6NTac;B6N-A<tm1Brd> Tgfb1i1<tm1a(KOMP)Wtsi>/WtsiOrl	Not Applicable
MGI:5557798	B6NTac;B6N-A<tm1Brd> Tgm6<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556948	B6NTac;B6N-A<tm1Brd> Timm9<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557118	B6NTac;B6N-A<tm1Brd> Timmdc1<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557310	B6NTac;B6N-A<tm1Brd> Tm4sf1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557205	B6NTac;B6N-A<tm1Brd> Tmc3<tm2a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5556984	B6NTac;B6N-A<tm1Brd> Tmem110<tm2a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556754	B6NTac;B6N-A<tm1Brd> Tmem126a<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557141	B6NTac;B6N-A<tm1Brd> Tmem127<tm1(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557963	B6NTac;B6N-A<tm1Brd> Tmem18<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556939	B6NTac;B6N-A<tm1Brd> Tmem211<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557114	B6NTac;B6N-A<tm1Brd> Tmem241<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557340	B6NTac;B6N-A<tm1Brd> Tmem254b<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5556549	B6NTac;B6N-A<tm1Brd> Tmem255b<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5557848	B6NTac;B6N-A<tm1Brd> Tmem42<tm1a(KOMP)Wtsi>/WtsiBiat	Not Applicable
MGI:5556980	B6NTac;B6N-A<tm1Brd> Tmem71<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556572	B6NTac;B6N-A<tm1Brd> Tmem98<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5556770	B6NTac;B6N-A<tm1Brd> Tnik<tm3a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557000	B6NTac;B6N-A<tm1Brd> Tomm20l<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557064	B6NTac;B6N-A<tm1Brd> Tomm6<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557276	B6NTac;B6N-A<tm1Brd> Tor3a<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5556636	B6NTac;B6N-A<tm1Brd> Traf1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557143	B6NTac;B6N-A<tm1Brd> Traf2<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557194	B6NTac;B6N-A<tm1Brd> Traf6<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556993	B6NTac;B6N-A<tm1Brd> Tram2<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557449	B6NTac;B6N-A<tm1Brd> Trappc10<tm1a(KOMP)Wtsi>/WtsiOrl	Not Applicable
MGI:5557173	B6NTac;B6N-A<tm1Brd> Trim29<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557926	B6NTac;B6N-A<tm1Brd> Trim56<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557217	B6NTac;B6N-A<tm1Brd> Trmt2a<tm2a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557699	B6NTac;B6N-A<tm1Brd> Trp53rkb<tm1a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5556803	B6NTac;B6N-A<tm1Brd> Trpc2<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5556991	B6NTac;B6N-A<tm1Brd> Trub2<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557083	B6NTac;B6N-A<tm1Brd> Ttll11<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557790	B6NTac;B6N-A<tm1Brd> Tuba3a<tm1a(KOMP)Wtsi>/WtsiH	Not Applicable
MGI:5557162	B6NTac;B6N-A<tm1Brd> Tvp23a<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557363	B6NTac;B6N-A<tm1Brd> Ubash3a<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557005	B6NTac;B6N-A<tm1Brd> Ubxn10<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5556892	B6NTac;B6N-A<tm1Brd> Uri1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557301	B6NTac;B6N-A<tm1Brd> Ushbp1<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557856	B6NTac;B6N-A<tm1Brd> Usp11<tm1(KOMP)Wtsi>/WtsiBiat	Not Applicable
MGI:5557275	B6NTac;B6N-A<tm1Brd> Usp21<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557828	B6NTac;B6N-A<tm1Brd> Usp25<tm1a(KOMP)Mbp>/Ics	Not Applicable
MGI:5556749	B6NTac;B6N-A<tm1Brd> Usp4<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557688	B6NTac;B6N-A<tm1Brd> Usp5<tm1a(EUCOMM)Hmgu>/Wtsi	Not Applicable
MGI:5557695	B6NTac;B6N-A<tm1Brd> Vamp3<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557279	B6NTac;B6N-A<tm1Brd> Vps13a<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557696	B6NTac;B6N-A<tm1Brd> Vps33b<tm1a(EUCOMM)Wtsi>/WtsiOrl	Not Applicable
MGI:5557353	B6NTac;B6N-A<tm1Brd> Vps51<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557124	B6NTac;B6N-A<tm1Brd> Vps72<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556981	B6NTac;B6N-A<tm1Brd> Vwa5b2<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557008	B6NTac;B6N-A<tm1Brd> Wdr59<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557081	B6NTac;B6N-A<tm1Brd> Wfikkn2<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5556756	B6NTac;B6N-A<tm1Brd> Wls<tm1a(EUCOMM)Hmgu>/Cnrm	Not Applicable
MGI:5557011	B6NTac;B6N-A<tm1Brd> Wnt16<tm2a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5556821	B6NTac;B6N-A<tm1Brd> Wnt3<tm2a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5557238	B6NTac;B6N-A<tm1Brd> Wrap53<tm1a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5557328	B6NTac;B6N-A<tm1Brd> Wrap73<tm3a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557211	B6NTac;B6N-A<tm1Brd> Xkrx<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5556947	B6NTac;B6N-A<tm1Brd> Xpnpep1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557851	B6NTac;B6N-A<tm1Brd> Xxylt1<tm1a(EUCOMM)Hmgu>/WtsiBiat	Not Applicable
MGI:5557370	B6NTac;B6N-A<tm1Brd> Ydjc<tm1(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557090	B6NTac;B6N-A<tm1Brd> Ypel4<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557666	B6NTac;B6N-A<tm1Brd> Zbed5<tm1a(EUCOMM)Wtsi>/Wtsi	coisogenic
MGI:5556784	B6NTac;B6N-A<tm1Brd> Zbtb1<tm1e(EUCOMM)Wtsi>/Cnrm	Not Applicable
MGI:5556704	B6NTac;B6N-A<tm1Brd> Zdhhc5<tm1e(EUCOMM)Hmgu>/Cnrm	Not Applicable
MGI:5557816	B6NTac;B6N-A<tm1Brd> Zfp128<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557014	B6NTac;B6N-A<tm1Brd> Zfp142<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557677	B6NTac;B6N-A<tm1Brd> Zfp239<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557676	B6NTac;B6N-A<tm1Brd> Zfp239<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557373	B6NTac;B6N-A<tm1Brd> Zfp266<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557349	B6NTac;B6N-A<tm1Brd> Zfp616<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5556945	B6NTac;B6N-A<tm1Brd> Zfp618<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556695	B6NTac;B6N-A<tm1Brd> Zfp61<tm1a(EUCOMM)Hmgu>/Cnrm	Not Applicable
MGI:5557075	B6NTac;B6N-A<tm1Brd> Zfp719<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557939	B6NTac;B6N-A<tm1Brd> Zfp791<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557271	B6NTac;B6N-A<tm1Brd> Zfyve20<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557351	B6NTac;B6N-A<tm1Brd> Zfyve28<tm1a(EUCOMM)Wtsi>/WtsiH	coisogenic
MGI:5496375	B6NTac;B6N-A<tm1Brd> Zranb1<tm1a(EUCOMM)Hmgu>/Ics	coisogenic
MGI:5557565	B6NTac;B6N-A<tm1Brd> Zranb1<tm1a(EUCOMM)Hmgu>/IcsOrl	Not Applicable
MGI:5557153	B6NTac;B6N-A<tm1Brd> Zswim7<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557186	B6NTac;B6N-Atp1a4<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5556905	B6NTac;B6N-Atp2a2<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5557813	B6NTac;B6N-Atp5l<tm1a(EUCOMM)Hmgu>/H	coisogenic
MGI:5556497	B6NTac;B6N-Atp8a1<tm1a(EUCOMM)Wtsi>/H	coisogenic
MGI:5557645	B6NTac;B6N-Avp<tm1a(EUCOMM)Wtsi>/H	coisogenic
MGI:5557398	B6NTac;B6N-Brd1<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5556705	B6NTac;B6N-Cabp1<tm1a(EUCOMM)Wtsi>/H	coisogenic
MGI:5557691	B6NTac;B6N-Ccnb1<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5556556	B6NTac;B6N-Cd200<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5556473	B6NTac;B6N-Cd28<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5557646	B6NTac;B6N-Cd5l<tm1a(KOMP)Mbp>/H	Not Applicable
MGI:5557378	B6NTac;B6N-Cfi<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5557408	B6NTac;B6N-Chic2<tm1a(EUCOMM)Wtsi>/H	coisogenic
MGI:5557647	B6NTac;B6N-Chrna7<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5556510	B6NTac;B6N-Chrna9<tm2a(EUCOMM)Wtsi>/H	coisogenic
MGI:5557712	B6NTac;B6N-Chrnb2<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5557183	B6NTac;B6N-Col4a3<tm1a(EUCOMM)Wtsi>/H	coisogenic
MGI:5557961	B6NTac;B6N-Col9a2<tm1a(EUCOMM)Wtsi>/H	Not Applicable
MGI:5557844	B6NTac;B6N-Comt<tm1a(EUCOMM)Wtsi>/H	coisogenic
MGI:5556599	B6NTac;B6N-Creld2<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5556574	B6NTac;B6N-Cttn<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5557721	B6NTac;B6N-Cxcl9<tm1a(EUCOMM)Wtsi>/H	Not Applicable
MGI:5556910	B6NTac;B6N-Cyp2e1<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5556459	B6NTac;B6N-D430041D05Rik<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5556467	B6NTac;B6N-Dnase2b<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5557958	B6NTac;B6N-Ecm1<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5556501	B6NTac;B6N-Emc10<tm1a(EUCOMM)Wtsi>/H	Not Applicable
MGI:5557656	B6NTac;B6N-F2<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5556575	B6NTac;B6N-Fam151b<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5557648	B6NTac;B6N-Fbxl21<tm2a(EUCOMM)Wtsi>/H	Not Applicable
MGI:5557097	B6NTac;B6N-Fbxo11<tm2a(EUCOMM)Wtsi>/H	coisogenic
MGI:5557035	B6NTac;B6N-Fbxo18<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5556985	B6NTac;B6N-Fgf22<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5557669	B6NTac;B6N-Flnb<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5557092	B6NTac;B6N-Gbx1<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5556901	B6NTac;B6N-Gdf15<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5556500	B6NTac;B6N-Gja8<tm1a(EUCOMM)Hmgu>/H	coisogenic
MGI:5557410	B6NTac;B6N-Glra2<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5557100	B6NTac;B6N-Gnao1<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5556989	B6NTac;B6N-Gosr2<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5556835	B6NTac;B6N-Gpr22<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5557285	B6NTac;B6N-Grap2<tm1a(EUCOMM)Wtsi>/H	Not Applicable
MGI:5556751	B6NTac;B6N-Grm6<tm1a(EUCOMM)Wtsi>/H	coisogenic
MGI:5556542	B6NTac;B6N-Gse1<tm1a(EUCOMM)Wtsi>/H	coisogenic
MGI:5496385	B6NTac;B6N-Gstt1<tm1a(EUCOMM)Hmgu>/Ieg	coisogenic
MGI:5556832	B6NTac;B6N-Hace1<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5557715	B6NTac;B6N-Hcrtr2<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5557425	B6NTac;B6N-Hhipl1<tm1a(KOMP)Wtsi>/H	Not Applicable
MGI:5556516	B6NTac;B6N-Hint1<tm1a(EUCOMM)Wtsi>/H	coisogenic
