MGI_ID	strainName	strainType
MGI:5557212	B6NTac;B6N-A<tm1Brd> Cyp2r1<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557336	B6NTac;B6N-A<tm1Brd> Cyp3a11<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557034	B6NTac;B6N-A<tm1Brd> D630023F18Rik<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557492	B6NTac;B6N-A<tm1Brd> D6Wsu163e<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557937	B6NTac;B6N-A<tm1Brd> D7Ertd443e<tm2a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556837	B6NTac;B6N-A<tm1Brd> D930028M14Rik<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557678	B6NTac;B6N-A<tm1Brd> Dact3<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557306	B6NTac;B6N-A<tm1Brd> Dap<tm1a(KOMP)Mbp>/Wtsi	Not Applicable
MGI:5557387	B6NTac;B6N-A<tm1Brd> Dcaf11<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557250	B6NTac;B6N-A<tm1Brd> Dcdc2b<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557825	B6NTac;B6N-A<tm1Brd> Dcp2<tm1a(KOMP)Wtsi>/Ics	Not Applicable
MGI:5557023	B6NTac;B6N-A<tm1Brd> Dctn1<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557815	B6NTac;B6N-A<tm1Brd> Ddah1<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557232	B6NTac;B6N-A<tm1Brd> Ddhd2<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5556888	B6NTac;B6N-A<tm1Brd> Ddx42<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556825	B6NTac;B6N-A<tm1Brd> Ddx55<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557086	B6NTac;B6N-A<tm1Brd> Ddx56<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557122	B6NTac;B6N-A<tm1Brd> Def6<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557128	B6NTac;B6N-A<tm1Brd> Defb14<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557198	B6NTac;B6N-A<tm1Brd> Defb22<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557800	B6NTac;B6N-A<tm1Brd> Defb30<tm2a(KOMP)Wtsi>/WtsiH	Not Applicable
MGI:5557197	B6NTac;B6N-A<tm1Brd> Dennd1b<tm1a(EUCOMM)Hmgu>/Wtsi	Not Applicable
MGI:5556881	B6NTac;B6N-A<tm1Brd> Dennd1c<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557642	B6NTac;B6N-A<tm1Brd> Dennd4c<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557156	B6NTac;B6N-A<tm1Brd> Depdc7<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556999	B6NTac;B6N-A<tm1Brd> Dhodh<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557302	B6NTac;B6N-A<tm1Brd> Dhx33<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557854	B6NTac;B6N-A<tm1Brd> Dhx35<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5556842	B6NTac;B6N-A<tm1Brd> Dlg2<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5556503	B6NTac;B6N-A<tm1Brd> Dlg3<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556859	B6NTac;B6N-A<tm1Brd> Dnajc18<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557071	B6NTac;B6N-A<tm1Brd> Dnajc8<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556807	B6NTac;B6N-A<tm1Brd> Dopey2<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5557289	B6NTac;B6N-A<tm1Brd> Dph6<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557255	B6NTac;B6N-A<tm1Brd> Dpm1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556979	B6NTac;B6N-A<tm1Brd> Dpy30<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557819	B6NTac;B6N-A<tm1Brd> Duoxa2<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557210	B6NTac;B6N-A<tm1Brd> Dus2<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5556938	B6NTac;B6N-A<tm1Brd> Dusp5<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556729	B6NTac;B6N-A<tm1Brd> Dync1i2<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557094	B6NTac;B6N-A<tm1Brd> Dynlrb1<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557201	B6NTac;B6N-A<tm1Brd> Dynlrb2<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556838	B6NTac;B6N-A<tm1Brd> Edc4<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556745	B6NTac;B6N-A<tm1Brd> Egfr<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557354	B6NTac;B6N-A<tm1Brd> Ehbp1l1<tm1a(EUCOMM)Wtsi>/WtsiH	coisogenic
MGI:5557957	B6NTac;B6N-A<tm1Brd> Eif3h<tm1a(EUCOMM)Hmgu>/Wtsi	Not Applicable
MGI:5557262	B6NTac;B6N-A<tm1Brd> Ell2<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557017	B6NTac;B6N-A<tm1Brd> Elmo1<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557259	B6NTac;B6N-A<tm1Brd> Enc1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557195	B6NTac;B6N-A<tm1Brd> Enoph1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556977	B6NTac;B6N-A<tm1Brd> Erlin2<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557221	B6NTac;B6N-A<tm1Brd> Erp29<tm1a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5557365	B6NTac;B6N-A<tm1Brd> Erp44<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5556843	B6NTac;B6N-A<tm1Brd> Esco2<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5556884	B6NTac;B6N-A<tm1Brd> Espn<tm1a(EUCOMM)Wtsi>/WtsiH	coisogenic
MGI:5557254	B6NTac;B6N-A<tm1Brd> Evi5<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557704	B6NTac;B6N-A<tm1Brd> Exosc9<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557416	B6NTac;B6N-A<tm1Brd> F2rl1<tm1a(EUCOMM)Wtsi>/2Ics	Not Applicable
MGI:5556953	B6NTac;B6N-A<tm1Brd> F2rl1<tm1a(EUCOMM)Wtsi>/Ics	Not Applicable
MGI:5557095	B6NTac;B6N-A<tm1Brd> Fam122c<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5556994	B6NTac;B6N-A<tm1Brd> Fam136a<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557418	B6NTac;B6N-A<tm1Brd> Fam160a1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557663	B6NTac;B6N-A<tm1Brd> Fam163a<tm2a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556594	B6NTac;B6N-A<tm1Brd> Fam53b<tm1a(EUCOMM)Hmgu>/Cnrm	Not Applicable
MGI:5557187	B6NTac;B6N-A<tm1Brd> Fam76a<tm1e(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557491	B6NTac;B6N-A<tm1Brd> Fam92a<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556769	B6NTac;B6N-A<tm1Brd> Fam96a<tm2a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557407	B6NTac;B6N-A<tm1Brd> Fanci<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5556762	B6NTac;B6N-A<tm1Brd> Farsa<tm2a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5556918	B6NTac;B6N-A<tm1Brd> Fbf1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556812	B6NTac;B6N-A<tm1Brd> Fbxl7<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5556768	B6NTac;B6N-A<tm1Brd> Fbxo47<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5556988	B6NTac;B6N-A<tm1Brd> Fbxo7<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5556677	B6NTac;B6N-A<tm1Brd> Fcgbp<tm1a(EUCOMM)Wtsi>/Cnrm	Not Applicable
MGI:5557264	B6NTac;B6N-A<tm1Brd> Fdft1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556913	B6NTac;B6N-A<tm1Brd> Fgd4<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557157	B6NTac;B6N-A<tm1Brd> Fibp<tm1e(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557127	B6NTac;B6N-A<tm1Brd> Fip1l1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557835	B6NTac;B6N-A<tm1Brd> Fpr3<tm1a(EUCOMM)Hmgu>/Ics	Not Applicable
MGI:5557338	B6NTac;B6N-A<tm1Brd> Frmd7<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557300	B6NTac;B6N-A<tm1Brd> Frrs1<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5556760	B6NTac;B6N-A<tm1Brd> Fstl1<tm1a(EUCOMM)Hmgu>/Cnrm	Not Applicable
MGI:5557202	B6NTac;B6N-A<tm1Brd> Fubp3<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557052	B6NTac;B6N-A<tm1Brd> Fyn<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557638	B6NTac;B6N-A<tm1Brd> Fzd6<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556890	B6NTac;B6N-A<tm1Brd> G3bp2<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5557797	B6NTac;B6N-A<tm1Brd> Galnt18<tm1a(KOMP)Wtsi>/WtsiH	Not Applicable
MGI:5556635	B6NTac;B6N-A<tm1Brd> Gldc<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556816	B6NTac;B6N-A<tm1Brd> Gle1<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5557639	B6NTac;B6N-A<tm1Brd> Gm13119<tm2a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556966	B6NTac;B6N-A<tm1Brd> Gm608<tm2a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5557342	B6NTac;B6N-A<tm1Brd> Gm648<tm1e(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557380	B6NTac;B6N-A<tm1Brd> Gm6578<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557314	B6NTac;B6N-A<tm1Brd> Gmnc<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557085	B6NTac;B6N-A<tm1Brd> Gnb3<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5556788	B6NTac;B6N-A<tm1Brd> Gpc6<tm2a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557817	B6NTac;B6N-A<tm1Brd> Gpr101<tm1a(KOMP)Mbp>/Ics	Not Applicable
MGI:5557109	B6NTac;B6N-A<tm1Brd> Gpr152<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5556548	B6NTac;B6N-A<tm1Brd> Gpr33<tm1a(EUCOMM)Hmgu>/H	Not Applicable
MGI:5556779	B6NTac;B6N-A<tm1Brd> Gprc5b<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557222	B6NTac;B6N-A<tm1Brd> Grb7<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5556689	B6NTac;B6N-A<tm1Brd> Grin1<tm1a(EUCOMM)Wtsi>/WtsiOrl	Not Applicable
MGI:5557369	B6NTac;B6N-A<tm1Brd> Grm8<tm2a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5556893	B6NTac;B6N-A<tm1Brd> Grsf1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557625	B6NTac;B6N-A<tm1Brd> Gsta3<tm1a(EUCOMM)Hmgu>/IcsOrl	Not Applicable
MGI:5557245	B6NTac;B6N-A<tm1Brd> Gsto2<tm2a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557257	B6NTac;B6N-A<tm1Brd> H13<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556936	B6NTac;B6N-A<tm1Brd> H2-Eb1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556940	B6NTac;B6N-A<tm1Brd> Hbs1l<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556946	B6NTac;B6N-A<tm1Brd> Hecw2<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557364	B6NTac;B6N-A<tm1Brd> Hibadh<tm1a(EUCOMM)Wtsi>/WtsiH	coisogenic
MGI:5557231	B6NTac;B6N-A<tm1Brd> Hmgxb3<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557940	B6NTac;B6N-A<tm1Brd> Homez<tm1e(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557123	B6NTac;B6N-A<tm1Brd> Ido2<tm3a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557917	B6NTac;B6N-A<tm1Brd> Ifnar1<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557810	B6NTac;B6N-A<tm1Brd> Ifnlr1<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557382	B6NTac;B6N-A<tm1Brd> Il1r2<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557175	B6NTac;B6N-A<tm1Brd> Il23r<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:6122428	B6NTac;B6N-A<tm1Brd> Il31ra<tm1a(EUCOMM)Hmgu>/H	Not Specified
MGI:5556676	B6NTac;B6N-A<tm1Brd> Il31<tm1a(EUCOMM)Wtsi>/Cnrm	Not Applicable
MGI:5556949	B6NTac;B6N-A<tm1Brd> Ildr1<tm1(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557659	B6NTac;B6N-A<tm1Brd> Inava<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557130	B6NTac;B6N-A<tm1Brd> Inka2<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557362	B6NTac;B6N-A<tm1Brd> Isg20<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557193	B6NTac;B6N-A<tm1Brd> Izumo1r<tm2a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557068	B6NTac;B6N-A<tm1Brd> Jhy<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557181	B6NTac;B6N-A<tm1Brd> Jmjd1c<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5556823	B6NTac;B6N-A<tm1Brd> Katnb1<tm1a(EUCOMM)Hmgu>/Cnrm	Not Applicable
MGI:5556891	B6NTac;B6N-A<tm1Brd> Kdm4d<tm2a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557088	B6NTac;B6N-A<tm1Brd> Kdm7a<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557116	B6NTac;B6N-A<tm1Brd> Kif13b<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557322	B6NTac;B6N-A<tm1Brd> Kif1bp<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557033	B6NTac;B6N-A<tm1Brd> Kif24<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557385	B6NTac;B6N-A<tm1Brd> Klc4<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557356	B6NTac;B6N-A<tm1Brd> Klk9<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557108	B6NTac;B6N-A<tm1Brd> Kng2<tm2a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557155	B6NTac;B6N-A<tm1Brd> Krt31<tm1e(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557360	B6NTac;B6N-A<tm1Brd> Krt7<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557853	B6NTac;B6N-A<tm1Brd> Krt83<tm1a(KOMP)Wtsi>/WtsiBiat	Not Applicable
MGI:5557495	B6NTac;B6N-A<tm1Brd> Lars<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557411	B6NTac;B6N-A<tm1Brd> Lce1m<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557280	B6NTac;B6N-A<tm1Brd> Lce3c<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557793	B6NTac;B6N-A<tm1Brd> Ldlrad4<tm1a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5557274	B6NTac;B6N-A<tm1Brd> Lgals7<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5556952	B6NTac;B6N-A<tm1Brd> Lmna<tm1a(EUCOMM)Wtsi>/Ics	Not Applicable
MGI:5557497	B6NTac;B6N-A<tm1Brd> Lrmda<tm1e(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557437	B6NTac;B6N-A<tm1Brd> Lrmp<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557147	B6NTac;B6N-A<tm1Brd> Lrriq3<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557115	B6NTac;B6N-A<tm1Brd> Lvrn<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557643	B6NTac;B6N-A<tm1Brd> Lyrm9<tm1a(KOMP)Mbp>/Wtsi	Not Applicable
MGI:5557168	B6NTac;B6N-A<tm1Brd> Mamstr<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557053	B6NTac;B6N-A<tm1Brd> Map2k7<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5556596	B6NTac;B6N-A<tm1Brd> Map3k10<tm1a(EUCOMM)Hmgu>/Cnrm	Not Applicable
MGI:5556814	B6NTac;B6N-A<tm1Brd> Mapk10<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5557509	B6NTac;B6N-A<tm1Brd> Mapt<tm1a(EUCOMM)Hmgu>/Ics	Not Applicable
MGI:5557849	B6NTac;B6N-A<tm1Brd> Mast2<tm1a(KOMP)Wtsi>/WtsiBiat	Not Applicable
MGI:5557847	B6NTac;B6N-A<tm1Brd> Mau2<tm1a(KOMP)Wtsi>/WtsiBiat	Not Applicable
MGI:5557500	B6NTac;B6N-A<tm1Brd> Med22<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5556782	B6NTac;B6N-A<tm1Brd> Mfsd8<tm1a(EUCOMM)Hmgu>/Cnrm	Not Applicable
MGI:5556820	B6NTac;B6N-A<tm1Brd> Mlec<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5556954	B6NTac;B6N-A<tm1Brd> Mmp9<tm1a(EUCOMM)Wtsi>/Ics	Not Applicable
MGI:5557125	B6NTac;B6N-A<tm1Brd> Mob3b<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556772	B6NTac;B6N-A<tm1Brd> Mrap2<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557281	B6NTac;B6N-A<tm1Brd> Mrm1<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557802	B6NTac;B6N-A<tm1Brd> Mroh4<tm1a(KOMP)Wtsi>/WtsiH	Not Applicable
MGI:5557506	B6NTac;B6N-A<tm1Brd> Mtmr12<tm1a(KOMP)Wtsi>/Ics	Not Applicable
MGI:5557062	B6NTac;B6N-A<tm1Brd> Mtpn<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556643	B6NTac;B6N-A<tm1Brd> Mx1<tm1a(EUCOMM)Wtsi>/WtsiH	coisogenic
MGI:5557066	B6NTac;B6N-A<tm1Brd> Myo10<tm2(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556744	B6NTac;B6N-A<tm1Brd> Myo15<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5556813	B6NTac;B6N-A<tm1Brd> Myo7a<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5556798	B6NTac;B6N-A<tm1Brd> Myrfl<tm1a(EUCOMM)Wtsi>/WtsiH	coisogenic
MGI:5556907	B6NTac;B6N-A<tm1Brd> Myt1l<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557348	B6NTac;B6N-A<tm1Brd> Naaa<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557852	B6NTac;B6N-A<tm1Brd> Nacc2<tm2a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557013	B6NTac;B6N-A<tm1Brd> Nadk2<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557579	B6NTac;B6N-A<tm1Brd> Nae1<tm1a(EUCOMM)Wtsi>/IcsOrl	Not Applicable
MGI:5557347	B6NTac;B6N-A<tm1Brd> Naga<tm1a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5557377	B6NTac;B6N-A<tm1Brd> Nat10<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556815	B6NTac;B6N-A<tm1Brd> Nbeal2<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5557158	B6NTac;B6N-A<tm1Brd> Ndufb4<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557213	B6NTac;B6N-A<tm1Brd> Ndufb8<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5557074	B6NTac;B6N-A<tm1Brd> Nek3<tm1a(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5557007	B6NTac;B6N-A<tm1Brd> Nek9<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557661	B6NTac;B6N-A<tm1Brd> Nfkbil1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5556931	B6NTac;B6N-A<tm1Brd> Ngrn<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557803	B6NTac;B6N-A<tm1Brd> Nipsnap3a<tm1a(KOMP)Wtsi>/WtsiH	Not Applicable
MGI:5557381	B6NTac;B6N-A<tm1Brd> Nmrk1<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557330	B6NTac;B6N-A<tm1Brd> Npat<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557312	B6NTac;B6N-A<tm1Brd> Nrde2<tm2a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557680	B6NTac;B6N-A<tm1Brd> Ntf5<tm1a(EUCOMM)Hmgu>/IcsOrl	Not Applicable
MGI:5557139	B6NTac;B6N-A<tm1Brd> Nup85<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557319	B6NTac;B6N-A<tm1Brd> Nutm2<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557375	B6NTac;B6N-A<tm1Brd> Oaz1<tm2e(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557831	B6NTac;B6N-A<tm1Brd> Obp2a<tm1a(EUCOMM)Wtsi>/Ics	Not Applicable
MGI:5557078	B6NTac;B6N-A<tm1Brd> Ocm<tm1e(EUCOMM)Wtsi>/WtsiIeg	Not Applicable
MGI:5556921	B6NTac;B6N-A<tm1Brd> Ogdh<tm1e(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557131	B6NTac;B6N-A<tm1Brd> Oog2<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5556827	B6NTac;B6N-A<tm1Brd> Orc3<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5556680	B6NTac;B6N-A<tm1Brd> Os9<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557950	B6NTac;B6N-A<tm1Brd> Os9<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5557331	B6NTac;B6N-A<tm1Brd> Osbpl3<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557107	B6NTac;B6N-A<tm1Brd> Oxr1<tm1a(EUCOMM)Wtsi>/WtsiCnrm	Not Applicable
MGI:5556661	B6NTac;B6N-A<tm1Brd> Pabpc1l<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557423	B6NTac;B6N-A<tm1Brd> Pabpn1l<tm1a(EUCOMM)Wtsi>/WtsiOulu	Not Applicable
MGI:5556819	B6NTac;B6N-A<tm1Brd> Pacsin3<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5557804	B6NTac;B6N-A<tm1Brd> Pam16<tm1a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5557024	B6NTac;B6N-A<tm1Brd> Pdcd2<tm1a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557801	B6NTac;B6N-A<tm1Brd> Pdia4<tm1a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5556861	B6NTac;B6N-A<tm1Brd> Pdxk<tm1a(EUCOMM)Wtsi>/WtsiCnbc	Not Applicable
MGI:5556702	B6NTac;B6N-A<tm1Brd> Pex1<tm1e(EUCOMM)Hmgu>/Cnrm	Not Applicable
MGI:5556792	B6NTac;B6N-A<tm1Brd> Phtf2<tm1a(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5557334	B6NTac;B6N-A<tm1Brd> Pias2<tm1a(KOMP)Wtsi>/WtsiH	coisogenic
MGI:5557933	B6NTac;B6N-A<tm1Brd> Pigf<tm1a(KOMP)Wtsi>/Wtsi	Not Applicable
MGI:5557786	B6NTac;B6N-A<tm1Brd> Pigl<tm1a(KOMP)Wtsi>/WtsiH	Not Applicable
